Distancia (km),Quantidade transportada (ton),Custo combustivel (R$/L),"Tipo transporte (Caminhao = 1, Ferrovia = 0)",Funcionarios envolvidos,"Regiao (1 = Sul, 2 = Sudeste, 3 = Norte)",Custo logistico (R$)
1990,830,5.016327580916349,1,22,3,123263.04328949582
1499,50,4.125942817467401,1,20,1,67939.7130849487
1739,595,5.668270476820768,0,5,1,89588.825501226
541,495,5.569011204592434,1,14,2,65570.42338477209
1961,128,4.370707951443699,0,23,1,71116.14355934938
945,285,5.268658714514759,0,20,3,56591.483173388166
191,383,5.636630423308543,1,18,1,47011.88766305078
1386,938,5.2817082728311995,0,6,1,85262.92285543679
214,398,4.6207961905916894,1,10,3,43596.50140724572
363,147,5.312222300956334,0,9,1,25691.450633000397
70,131,4.4209234953664245,0,16,1,19063.44961856362
1155,551,4.636509994558842,0,8,1,68535.9591233449
1654,526,4.480139306214357,1,8,1,97943.28659090289
1204,976,5.113850204780413,0,9,2,89706.06839565135
1672,753,4.216453293531098,1,11,2,98843.83925844955
1803,814,5.866620760696677,0,10,3,108696.74561638555
1033,970,4.667024707325734,0,17,1,84958.51919170421
354,599,4.437940254211602,0,8,3,45400.03767321417
1988,63,4.993099627203662,1,17,2,89528.63871900842
420,441,4.553995636909432,1,8,1,53461.41316178591
1930,396,5.069808172765288,1,14,1,96890.64564290924
902,359,4.697018299564171,1,24,2,71724.89167815386
433,435,4.264133621538082,1,5,1,47436.63164404715
1981,258,4.531790484054524,0,12,1,84863.13892010963
494,406,4.876879689923051,0,11,2,44750.99407890582
474,650,4.060586452959251,1,9,3,62702.05901699357
210,617,5.541285054029524,1,7,3,56585.68127449544
1251,143,5.243649129180832,1,19,1,62134.74693698704
678,142,5.2027192145567085,1,21,2,51704.94072239414
1781,389,5.092099863765532,0,17,3,76375.99343825008
944,646,5.180626344650137,1,19,3,72367.96983500253
539,494,5.869303905414441,1,23,1,54166.843971035814
1066,806,4.017138421621482,1,24,3,92349.8910422454
376,71,4.095599419315499,1,18,2,36249.963581921715
647,340,4.382986819861605,0,17,3,44012.32515915197
1064,534,4.3346027599863,0,16,2,68473.02467797881
338,833,4.362388918938366,1,13,2,77286.88411860308
642,355,5.3438877716973,0,7,1,33885.59848109553
1737,683,4.918966602100331,0,15,3,95539.28673796976
1646,177,5.983557756669386,1,14,1,86719.11006319927
622,674,4.4537718296058895,1,5,3,67533.28956236388
1427,988,4.621660202054989,0,21,1,94536.3981337789
77,322,5.968481433603298,0,17,1,27699.549498389664
1003,897,5.663516281604494,0,18,1,78922.94857454824
92,491,4.939598441357066,0,5,3,41658.72355744529
1754,552,5.109193771091979,0,6,1,97750.021413688
472,179,5.686355841305681,1,6,2,40926.84382335283
1671,181,4.961960492092656,0,11,3,82449.48258724902
226,646,4.412047447164168,0,13,2,44321.3420525779
578,984,5.6568890771087705,0,8,1,71330.29071404666
1683,531,5.075544982551287,0,6,1,77378.52010733042
1015,911,4.306085194327642,0,23,2,82202.42656798004
1567,439,5.011171662368795,0,9,1,73172.07219867545
247,642,4.826406761193717,0,13,3,51293.13751539252
659,374,5.753685063763516,0,17,2,40816.48971168637
1650,118,4.252110862721407,1,16,3,72538.34703072671
891,709,5.750419608896051,1,23,3,80894.25472635087
902,497,5.024422033620569,0,13,3,66189.93547167136
1590,577,4.8087288599622955,1,14,1,92937.58744150934
1587,868,4.3239343688058804,1,23,1,108056.08788136189
71,666,5.4016359252773585,1,14,2,53947.10036753077
1185,214,5.853613418220081,1,16,2,56053.730666707575
1130,537,4.75075470779864,1,18,3,88961.78328610078
1139,762,4.483170001341667,1,12,1,83086.89293761746
891,758,5.109733833998314,0,20,1,75635.2462645999
147,475,5.592371896867741,0,21,1,33930.3253828716
1217,746,4.007535389101066,1,24,2,89156.51135833564
1953,883,5.262754872790858,0,8,1,113389.89501296397
484,314,5.1930320013972615,1,10,3,43848.114370803094
686,924,4.63630437160832,0,16,3,71152.78682318593
1752,661,4.9028460072099405,0,22,3,97048.80391144728
1159,391,4.493926448323641,0,11,1,60603.20013225571
637,881,5.579771475903685,1,9,3,86947.38982513451
393,775,5.269069866732215,0,14,3,64157.329000271675
1367,327,5.06542324407797,0,10,2,64545.93562651821
620,723,4.785052396835654,1,18,2,73464.85874756938
1723,488,4.582768772041464,1,10,1,90655.0463986126
660,206,5.645472972086862,0,18,1,43811.94745670444
1777,471,4.9028153408671376,1,16,1,88001.14611873178
292,300,5.0028948396833455,0,16,1,30019.676429109513
1904,927,5.041657461081483,0,12,1,113038.45183253409
610,658,4.896733870863153,1,14,2,74598.21709685333
1009,579,4.5121768524768475,1,20,2,74137.42475233649
81,376,4.240680880486104,0,24,2,24897.71018568953
440,944,4.197074534335481,1,12,3,73491.31967485228
326,146,5.514925046681377,0,13,3,25422.687293716328
581,562,4.447055644603022,1,17,2,64724.43044319289
1227,265,4.111345629907952,1,24,2,66154.77053453468
432,181,5.595034813391772,1,21,1,42403.5265744401
1141,309,4.3081233057212955,1,23,2,67806.2761492809
1951,174,5.2502921834667085,1,21,1,87002.66015292819
933,131,4.677286542895726,0,11,2,42714.534513880746
263,332,4.252960513382619,0,5,1,20690.196368282363
1728,732,4.82896195850872,0,24,2,91505.2461930767
425,108,4.02961772226525,1,18,1,39750.37460323538
793,593,5.682089965025121,0,21,3,59696.31640594982
262,210,5.026995922683715,0,17,3,32833.208069092645
128,333,4.278320021815924,1,6,1,35860.38063552031
1799,155,4.473960636777969,1,18,1,72834.238512081
677,154,4.895950384277054,1,5,3,50706.200308798005
653,488,4.377738765631097,0,9,2,48690.49765557899
831,277,4.537198323002172,0,11,1,44906.410274073234
1996,749,5.068771128470527,1,23,2,115115.1133126818
1454,631,5.665218026076771,0,18,3,72281.62577865791
1050,367,4.803679371379841,0,18,3,63420.607427920695
729,513,5.433950547107097,1,19,1,67972.88228254787
107,851,5.753368426921297,0,9,2,51066.33500348103
1869,648,4.432601880592324,1,9,3,110798.10176878245
1099,931,5.61438394080432,0,6,2,82568.42704199246
930,923,5.514804396662055,1,22,3,90750.59583162452
496,521,4.71387459589627,0,13,1,47784.99592117949
115,105,5.9790399190017345,0,14,2,13608.80270818956
1994,674,4.525144742871914,1,22,2,111336.68044908713
1833,62,4.509606532063391,1,8,1,68449.73876690646
1327,489,5.5445183293063955,1,12,1,73809.35875995738
1972,67,4.869314636102168,1,22,1,80183.20913172897
1117,743,4.661589989562087,0,24,1,78476.01924871282
1170,162,4.357325610678206,1,21,3,63574.68990110592
1627,278,5.530664861869088,1,20,2,80022.24215410989
1061,220,5.572643612272154,1,22,3,60298.36224743212
276,344,5.1331280064602804,1,11,1,35740.64640377584
823,238,5.914627226382746,1,5,3,50445.32187943946
728,475,4.6363265408453085,0,5,3,51388.78406799196
1509,128,4.439238090958675,1,22,2,75196.03101203527
1864,707,5.354933537868924,1,8,2,109902.4748107925
650,968,5.516817281599409,1,24,2,88859.66092285921
428,231,4.449811941103645,0,24,1,24736.356171573163
1251,548,4.153221528522226,0,8,1,70735.18603674861
1500,847,5.621032973172744,0,10,2,96845.85319034928
1988,811,5.953003947292025,1,7,3,127795.82230569825
758,915,5.289344572144569,1,10,2,86040.76106894172
356,875,4.555733800287788,0,17,1,58438.92309915621
828,757,5.993345217105584,0,11,3,68954.69871501997
553,884,5.786533272534155,1,8,1,76781.98854124248
317,120,5.026761292560588,1,5,2,31548.881344048787
1659,297,5.650642569683668,1,10,2,88057.58915210066
57,195,5.6316410465259334,0,9,3,25685.806685023566
1993,667,5.869597939346999,1,17,2,106799.41347667908
557,824,5.68184768754692,1,23,1,74939.96370822222
525,345,5.287358471914329,0,8,1,50681.07921950743
1370,631,5.218607437913015,0,10,1,70930.31315959334
213,519,4.934714576663223,0,17,3,41573.536518594374
534,555,5.252971279941515,1,9,1,63058.98096926404
1670,242,5.590433173060766,0,17,2,69507.22735851746
1145,117,5.938075252605106,0,14,3,48958.941801716624
616,543,4.93457471636424,1,7,1,58449.27290183499
954,866,5.147306405977514,1,17,1,82874.27194041299
608,101,4.889610990117563,0,16,2,30489.551337930254
1984,931,5.3369772419668084,1,8,2,128668.61063822838
287,412,5.259841008122519,0,14,3,32880.76523888205
1177,846,4.035667580387247,1,7,1,93661.32218961319
1283,966,5.082323118201317,1,21,1,108826.14434261234
603,523,4.176973791398028,0,13,2,51525.21993034352
877,895,4.052767236011077,0,5,3,77480.2342319036
517,570,5.582394324169396,0,22,2,56372.872767469
1527,812,4.517299724318601,1,13,2,99467.25395600525
1341,480,4.681310154574598,0,24,3,77080.15277185781
435,893,4.128169175208132,1,13,1,72231.39876191468
824,347,4.359000520988701,1,6,1,57162.71227652307
897,484,5.531209636515585,0,23,1,66558.2684295935
436,745,4.987061660465242,1,20,3,76604.46605138382
926,740,5.761336925100297,1,7,3,91768.34344819211
308,247,4.79448426293367,0,20,3,27897.458418717477
332,177,4.537401471508536,1,17,3,33669.97984015163
1699,581,4.695199628917302,1,7,3,101401.31431868703
1948,460,5.425543587033809,0,14,2,91172.88803557497
89,983,5.1100113446689726,0,22,1,48692.70658159035
535,889,5.808382415104855,1,10,3,82092.35253750627
978,114,5.204337538777766,1,10,1,60878.73108433819
269,743,4.986036416963007,1,22,3,75398.2849248305
1202,290,5.571505447773466,1,10,1,62847.263692312416
1064,418,5.895067701466891,0,10,2,64322.682455186776
1073,585,4.711691822489941,1,17,1,73050.69735663228
1593,433,4.499752420330955,1,18,1,85010.38082437345
662,480,5.232434792588278,1,11,3,59475.05502632313
977,132,4.997745642307762,1,17,1,46263.79407836437
1965,880,5.978371149729567,0,19,2,116255.64292850603
737,746,4.924723568295467,1,16,2,78904.83151820276
1692,877,4.1486631027206915,0,5,2,103404.88850448327
662,660,5.9547381215552715,0,7,3,65702.54051230557
309,623,5.68717389118708,0,22,3,52449.84341599561
1039,335,4.356500287915926,0,12,3,52110.12321761147
1015,583,5.809210506225739,0,6,3,70156.56138518329
415,508,4.681333641643489,1,8,3,55901.32313002115
1831,261,4.754223969068889,0,22,2,75600.09657782139
1860,175,5.8127829647243185,0,17,1,66438.16803650872
593,462,5.060231130070631,0,19,2,41789.089638987585
698,548,4.275525858797039,1,6,3,64241.58606473417
1597,474,4.7381123186836085,0,14,2,82105.85374155079
1980,603,5.444194892535761,1,6,1,104525.08097480569
863,659,4.348368376136033,0,16,3,77530.04110911982
1960,592,5.180462394812718,0,9,2,95562.61154674606
1089,207,5.3905482658888335,1,16,2,62289.83599628233
1202,161,4.687707151085158,1,5,1,59036.95694757287
624,451,5.387761377416645,1,6,3,55250.64538622799
1182,808,5.768414703658637,0,20,3,86636.90272979428
1960,171,4.944233488466482,1,6,1,77080.4017614513
1062,322,4.7658186563595715,1,20,1,64000.4682725949
1606,343,4.502316802716571,1,24,1,73181.481517431
719,447,5.208410959726608,1,20,1,60176.890728337115
318,520,5.7597040960774315,1,10,3,56160.09139408927
1235,256,4.649322534370388,0,17,3,60975.25724468233
1333,159,4.7924710490746065,1,16,2,58763.53317963521
973,489,4.8132510350999675,0,14,2,63850.21816468494
1175,327,5.1216246835550345,1,9,2,72355.902933776
1579,617,4.456817923134877,1,12,3,92857.57400656462
1808,936,5.6444223106154086,0,10,3,115789.0320316008
1644,964,4.591204555008442,0,9,3,107659.07171855867
296,618,5.410725381793364,0,24,2,48584.276761465546
1713,989,5.026431483559104,0,10,1,109192.52687189972
1868,531,5.1717952067055135,1,21,1,107383.18556762289
1910,852,4.359217477654606,0,10,1,104375.66429455641
1610,163,5.4700463963563415,1,21,1,70815.03391239604
180,942,4.377241038085263,1,9,1,77991.82358137403
402,946,4.2269472752548785,1,21,3,78708.91469513737
245,869,5.093358999777574,0,21,2,61279.94551354923
1866,902,5.41859427383533,0,17,1,106622.59051068117
1989,526,4.100071672869514,0,11,1,83084.74840572625
979,759,4.138790629881084,1,10,1,80851.77638282947
1739,982,5.605358325411838,0,18,3,117428.56067457475
1455,370,5.6180653990146645,0,20,1,64909.954506483875
1071,228,4.490609434118163,1,7,2,67066.78529429667
694,946,5.230456405600407,0,13,3,81853.4453561078
276,268,4.886360150289319,1,19,3,37001.81177718279
750,838,5.2653920828070255,0,22,3,69210.63507870998
1549,998,5.72575856819845,0,14,1,96471.90538077307
1550,577,4.159712849164513,0,14,1,78786.51499498091
314,541,5.555968851976909,0,7,1,36499.99017425031
1445,940,4.986058209042079,0,5,1,101442.10100000579
1559,110,5.128253887523993,1,7,2,63616.34187097675
1507,103,5.30786272003424,0,9,3,55455.38627924413
695,729,5.845246298258215,0,11,1,70916.86716950106
260,587,4.1134399071034755,0,7,2,42589.55572689368
1645,897,4.058952704248895,0,8,3,105136.8184589484
1450,114,4.3565235629775465,0,21,3,61800.836690912394
1468,661,5.972895452053473,0,7,3,79504.27844319741
1523,635,5.430152734755551,0,8,1,86968.96860390787
992,753,5.229282238109004,1,6,3,89691.04622993615
1437,220,4.094078106829496,1,18,1,73219.58772040177
1949,322,5.75822044778593,0,9,2,78955.7292904881
506,938,5.625513706594319,1,6,3,82927.51201521915
774,748,5.329600087734169,0,19,2,68320.10438284048
1801,584,4.678261630969406,1,15,1,99534.81912920733
1299,440,4.141009911136514,0,14,1,62554.40957022849
1031,989,5.160076975801845,0,24,1,86408.81602090907
1204,742,5.439389142921675,1,5,3,97324.20323358304
637,376,4.188480700954495,0,23,3,38674.3814361805
525,157,5.267535319596992,1,18,2,40203.98873370201
1871,896,4.572732135774317,0,18,1,110210.16089691388
1035,211,5.528488442439624,0,5,2,43424.95211355948
1350,863,5.079231701203674,0,13,1,91491.3817468319
205,501,4.258073575620873,0,21,1,39774.21411617028
1833,255,5.053038895466472,1,18,2,85300.75031883984
1291,639,4.791473726733438,0,17,1,78281.97579707988
239,65,4.360711936563304,1,17,2,36443.575391647355
1490,376,5.683031448124247,1,10,3,79979.70869400118
1030,657,4.022056896998272,0,11,2,63921.84567988794
1748,708,4.6242565537562115,0,6,2,92629.72861358905
1765,51,4.025190076338854,1,12,1,65740.09797054043
595,59,4.192013893012305,1,10,2,39821.128815735094
90,483,4.5941924383461625,0,7,3,33569.55348797805
356,174,4.108542370778747,1,22,3,42699.83094678789
992,130,5.1932610647142825,1,22,3,58512.552774715354
387,534,4.173725815972365,1,10,3,53970.82509952747
1387,701,5.403427268132191,0,15,2,80248.7380659641
1148,887,4.105284225254322,1,7,3,90577.36405165313
1002,199,4.118617789602194,1,20,2,63326.30711607601
328,849,4.610651798066533,1,9,2,72117.58827904017
1249,922,5.793143049938555,1,6,1,97012.55117988154
945,389,5.282786497446633,0,19,2,59372.674951562556
1735,178,5.540262583857839,0,20,2,64198.307395140044
322,487,4.283104218954212,1,11,1,44877.264362257854
886,800,5.668250866494492,1,20,3,82540.33903571761
669,550,4.01629249638847,1,8,3,67761.16560157384
1724,107,4.4261147014660125,0,20,2,62259.850774155384
911,247,5.232184642299987,0,21,1,39125.738568114604
1856,260,4.750492817188101,1,6,2,86111.8767427332
1932,963,5.968386783437127,1,20,2,127959.3228206115
980,951,4.060678493636637,0,8,3,85100.61791116581
338,94,5.997196335873086,1,11,1,36637.343038512605
773,146,5.247255665722632,1,22,2,53327.590955490574
942,328,5.117413989192193,0,10,3,59812.09956056764
321,584,4.119024885127949,0,22,2,51008.40024727317
1139,459,4.546657753331782,0,11,3,67672.65468172212
532,510,5.849325376583192,0,6,1,40765.389172779134
985,440,4.7084920063784885,0,23,2,58473.59122958066
297,896,5.323306400934502,1,13,1,67109.57676316882
205,93,5.9989927008374435,0,8,3,16157.004013551545
1120,76,4.526139427667083,0,18,1,40589.01932137427
503,843,5.152161758028988,0,9,1,55393.83950416839
250,146,5.392875585404426,0,11,1,25016.15339734585
1733,597,4.32925449313083,0,12,2,83910.06315650903
173,670,4.297345127392364,0,19,3,52805.05726143473
50,616,4.912615823316346,1,23,1,55690.01668331655
1017,753,4.771625043518579,0,15,2,72215.04670961932
1832,268,5.428430873714627,1,24,3,86701.6951076201
904,234,4.1390175428971725,1,8,3,60182.228929749224
689,118,5.944333247481381,0,22,3,35559.723997168054
240,878,4.028553963371665,0,18,1,52915.27319450827
1652,179,5.202633648672302,1,10,1,76316.10572195103
565,616,5.125265191734776,1,20,1,60609.51207542335
491,939,4.269431461739451,1,22,3,92703.45244488558
1994,658,4.301831965427059,0,5,3,104179.47631676572
1888,897,5.5853549755892535,1,12,1,120829.2161350763
1879,648,5.775124916825366,0,5,1,93708.61730563658
192,855,4.566033931767539,0,5,3,66607.92241243842
1264,680,4.875927927925137,1,23,3,88944.7945816791
582,769,4.7099900820767076,0,14,2,67468.31626827252
276,383,4.145094025973304,0,22,2,29011.55283271238
1386,974,5.346408492031619,1,16,1,118021.30017224794
1702,203,5.65038586961138,1,21,3,86234.69874138304
998,596,4.609758714782414,0,5,3,63845.50923868644
1375,128,5.980351587261437,1,12,2,68468.74578102115
1727,628,4.15170311456471,0,14,3,97999.58941604466
509,904,5.323581427629042,1,14,1,72061.62825776314
1474,462,4.896456029052178,1,22,2,83666.63583056771
600,595,4.8932038022133115,1,13,3,62529.08280298956
442,658,4.91529123206708,1,6,3,67611.84170607448
1940,218,4.517363547602857,0,7,1,74969.41348645974
1837,730,5.431125654664465,1,6,3,111082.61731758753
894,712,5.443153052170054,0,10,2,66113.93213722216
1280,632,4.564794220211654,0,16,2,76847.84704386012
259,564,5.6706129217169,1,23,3,53526.69439262578
1188,363,4.63368988730066,1,19,3,76430.32836151042
1810,81,5.450186247973084,1,23,3,74110.74804469752
695,336,4.241999535024133,1,16,3,53376.281049645564
1324,643,4.3374032856074916,1,22,2,94315.25350329724
268,92,4.6315912890165025,0,20,1,16756.340277775766
456,952,5.187747535335723,1,6,2,87278.43245118135
1516,666,5.291022970957399,0,15,3,89905.8498609968
1676,50,4.79271234393495,0,16,3,53710.13084085158
1427,622,4.155678306221028,0,9,2,74266.27365121919
937,319,4.747269304185449,0,10,2,48482.1776101913
607,229,5.377535031918303,1,15,3,53562.23623620612
599,785,5.341990922260631,1,14,2,78496.73563314676
191,567,4.3203928264108855,0,8,3,40621.98557103634
661,152,4.0155679405379345,0,13,2,40899.63315896846
550,59,5.505963234592233,1,16,3,41446.637652514684
889,632,4.212736332770487,0,14,2,64180.70555231563
751,139,4.164698287928571,1,18,3,55227.8564166953
1620,275,4.005402433668327,0,9,1,63215.667784321064
1732,719,4.8652026519138545,1,5,1,105618.19555960997
1615,789,5.006527801801629,0,9,2,98589.13277991925
1919,966,5.2753280922971815,0,20,1,115599.84157714891
1580,175,4.592127681425172,0,9,3,64568.14990440501
645,258,5.42084943277356,1,9,2,54215.16123646374
1954,146,4.338663714813883,1,22,2,93497.24392656283
330,123,5.663980106220695,1,10,3,35105.52136944727
473,676,5.143696657780891,0,22,3,59099.38264693572
905,240,5.167779646744097,0,14,3,53759.49192520403
319,731,4.419550827558217,0,19,2,52901.30903464401
203,868,4.1482174986007765,0,15,3,57599.0976286854
663,765,4.929449606161343,0,23,1,59104.19018242723
1800,105,5.231223903844718,0,17,2,58944.87300203219
711,769,4.190092917323371,1,24,3,74600.95615741434
132,602,5.9010689490563335,1,7,2,56024.1902225216
1695,81,5.960828720465614,1,20,1,66741.85658005407
996,576,5.0909133907849835,0,11,1,66757.83923713723
948,623,5.900138310546812,1,16,3,87566.7415738312
1499,716,4.358890475161706,0,19,2,89642.70739228286
1348,333,4.05084137035905,0,12,3,61903.4837904897
1786,770,4.07881907058078,1,21,2,109557.94961255958
333,881,5.175024958853558,0,5,3,65026.64411962299
1029,543,4.123283766873647,0,12,3,69206.51309156875
222,236,5.917091213648174,0,18,2,27803.83724761251
1400,547,4.283866421518797,0,14,2,80050.28755893368
1791,491,4.609445612105957,0,23,1,89882.70617065311
1136,179,5.645035603996697,1,12,1,56653.399535839395
1146,688,4.437480646208186,1,23,2,94322.4293694117
812,341,4.485936916909141,0,8,1,48101.03278067427
1709,163,5.284617911582036,0,14,1,54335.57557572549
1448,248,4.552172176978525,1,7,2,71876.81124535747
682,62,4.434895268015401,1,8,2,39709.726924743176
1581,320,4.508355428611315,1,20,2,87084.88756484415
836,650,4.981294998681454,0,8,3,63964.3282905543
992,264,5.932199745462964,1,24,2,63071.911632022886
1061,493,5.664475883122456,1,24,2,68616.60482772521
447,839,4.569220529120354,0,17,2,59193.48696391984
1193,561,4.726746416996195,0,21,1,74288.27317124847
983,496,4.929024501008155,1,20,2,66647.75961504577
1510,764,5.95785929403398,0,21,1,95408.69217886313
1902,123,4.344780936671431,1,10,3,88082.19619808071
725,586,4.714966206983766,1,7,2,74314.33459461393
985,150,5.45885218796543,0,24,2,53906.028415994886
514,225,5.927887468537887,0,8,1,36309.85767182348
335,476,4.311350425528476,1,12,3,55332.95939552121
314,166,4.4547599083886915,0,24,2,29445.53976889877
369,215,4.451389348780861,0,13,3,31702.12252202297
722,90,4.041864058984147,0,5,3,32812.951785651996
1449,478,5.208231249961899,0,17,2,79524.65452021822
869,393,5.341406148291788,0,6,3,57236.04341808149
138,473,5.205051780250507,0,14,3,42194.06602124512
1727,415,4.1426459788256285,0,23,2,79888.3324190373
1276,169,4.138460251491264,1,21,1,62296.37431077618
870,658,4.420773108988248,0,17,2,67967.84672765371
1812,706,4.580589031397829,1,18,3,109117.05693935223
1050,777,5.573087311820094,0,15,2,92845.66146049593
383,278,4.3187805314978425,1,14,1,50621.65334260507
271,874,4.088184432795064,0,11,3,60995.55908216993
90,179,4.7879750154261105,1,14,3,30789.591689640576
1781,401,4.83278434028384,0,5,1,80626.53521845608
117,938,4.901814676377908,1,18,1,64513.72104135821
1037,367,5.653807088053937,0,7,3,56755.496750239734
1849,698,4.196010829741883,0,17,1,96382.52504851193
563,885,5.407884164843924,1,6,2,76587.03029430662
1946,386,4.675891142090581,1,21,1,95036.78396768183
1710,322,4.61996027287094,0,7,2,76260.43593857593
1695,166,5.86508625217196,1,19,3,64071.13688341009
1671,867,4.496937048833484,1,12,3,103296.50567512735
1705,417,5.285063670678733,0,10,3,77404.00256035477
1200,143,4.550255514752184,1,13,3,64123.47176585348
1328,217,5.01428776528077,0,15,3,56843.625574650345
744,764,5.5725857851925555,1,6,1,87456.7972876712
1089,390,5.763445047032521,0,13,1,62824.85726562598
526,710,5.677394480590101,1,22,3,82110.10150628684
1135,963,5.164361472289279,0,23,1,93583.05446911212
930,744,4.497632630676444,0,22,1,63629.65718143903
481,974,5.322466766523732,1,9,3,76863.32894556236
1743,201,5.419810091559216,1,22,1,76692.89913792041
317,635,4.021383980227003,0,16,3,44890.72319386194
1108,926,4.878421021863749,0,8,3,94185.36848214574
828,962,5.686524085643528,1,19,3,92890.72340191714
1649,323,4.979175192486094,1,15,3,86635.02975079085
543,603,4.622750884326642,1,23,1,69934.18751074959
1635,545,5.743595542049325,1,9,1,101705.4022285784
1542,773,4.311761395059611,1,10,2,100708.94340816885
1840,150,4.412890464832401,1,17,2,73783.55630491862
710,606,5.374744733872267,0,14,3,55746.06327950214
1398,131,4.7048718830531495,1,18,2,72389.46868895888
1377,578,5.426033671467557,1,8,1,87051.03915237515
1349,122,4.315407242518984,1,24,1,58677.52726515959
1942,63,4.504538179201692,1,16,2,82802.0235826828
1757,482,4.313294756727267,0,19,2,79485.5158427975
1062,206,5.905820627127019,0,14,1,39650.976393563105
1274,784,4.810807921701848,0,15,2,75286.7911351732
1518,181,4.674439819820452,0,13,1,52997.39235330743
1978,387,4.02840431234153,1,15,1,99990.7825761662
1397,453,4.306835158821775,0,6,2,70300.6136558933
1108,425,4.842271712484999,1,17,2,72442.1358583822
1026,937,4.137005585143788,1,12,3,97833.34828818624
531,608,5.021478659012434,0,12,3,50988.30834848307
777,156,4.910030876928896,0,5,3,37666.67757293974
529,669,5.534336280688704,1,10,3,67170.07878867934
1138,314,5.319605402800633,0,17,3,55544.93052418386
1081,254,4.891894610641147,0,13,1,48446.756128813424
1374,128,4.449321400210143,1,10,2,64236.38508626441
392,204,5.453727132035612,1,19,1,37347.53367388781
1504,832,5.415724206908409,1,20,3,109593.7955803559
1497,296,4.306592321030775,1,8,3,76235.14777598431
381,580,5.829503662850805,1,21,2,67168.977984072
487,907,4.128810232030086,0,13,1,60160.700137336244
1661,997,4.110075417785432,1,16,3,116683.6073699527
223,587,4.3747008353248535,1,23,3,58497.37789297167
608,778,5.8189215960975424,1,24,3,81537.50501409572
576,203,5.039996248073844,0,16,3,31519.241064682887
1946,203,5.5758818413458,1,10,1,83804.2708034311
708,735,4.455686376153001,1,16,1,77815.51110060257
75,141,4.980443949307482,0,13,3,11077.265484278316
869,482,4.716578927247765,1,24,1,66489.22042035003
654,387,5.655657214132385,1,9,3,51263.20123284358
455,529,4.045208878718453,1,7,2,52757.91984583086
281,742,4.4876854599322105,0,6,2,52801.665525030134
582,180,4.305148448604758,0,12,2,32725.91507637762
1892,499,5.7183780774431385,1,14,1,92266.14954862272
1623,859,4.935087699387531,1,19,3,118114.56398162969
1861,836,4.808440087786432,1,13,2,113665.93160378448
554,322,4.8989655242021595,0,14,2,43318.930275811166
1742,978,5.943849101404671,0,15,1,115140.74182075706
228,637,5.700534788671848,0,13,1,41458.178069492926
181,226,5.412737543700615,0,18,2,28314.41943301537
1896,745,4.58095791844651,0,9,3,105396.29866148108
1528,880,4.330345999036895,0,13,3,92357.43700678347
397,692,5.842867258048907,1,8,3,72267.61507349869
589,924,4.846151045592966,0,6,2,71397.7715460208
821,98,4.557511598937259,1,23,1,43444.5778090334
1479,616,4.94184165283527,0,5,3,76042.80471008047
125,715,5.835694845640704,1,5,2,50546.45009742229
628,404,4.774134626782587,0,16,2,46484.4792069006
903,761,5.1252819944961985,1,15,1,74513.3466392447
1565,357,5.605932602217134,1,5,3,87266.69889709126
243,917,4.854265062096783,1,18,2,69472.01675230036
1235,934,4.467083603852736,0,15,3,85676.47594544364
396,679,5.989051496766066,0,11,3,52609.785301144264
1000,824,5.913141714904319,0,6,3,75442.11982293685
1434,95,5.686958338251028,1,19,2,60392.80484659899
1842,351,5.376747758771845,1,12,3,81622.67002513741
1657,917,4.589731256139394,1,24,1,112752.41490546828
1160,961,5.826825876328064,0,19,2,86894.23864777353
1335,457,4.551113340242457,0,12,2,79758.65489303546
263,238,5.601618989353665,1,14,3,44953.6868131593
1738,871,5.836516335882613,0,23,3,115065.64484356531
1795,879,5.206007680859823,0,7,3,110680.7841187605
1986,178,5.606112435782357,0,24,2,74759.89246585578
622,610,5.583390198403493,0,18,1,57372.10883153713
829,586,4.38631550224196,1,13,1,68149.37003226693
311,315,5.3358489471921695,0,13,2,34751.06657805632
779,167,4.186935873808887,0,10,1,41269.839654049436
332,513,5.015700286274963,1,12,3,58305.19072643316
1721,193,4.324471096281155,1,15,2,78983.94819367904
1540,491,4.832698997592863,0,12,1,76695.49481520975
1453,249,5.665964149396875,0,16,2,65570.98579461795
411,206,5.974335679260409,0,14,1,34546.37932263083
1522,536,4.635919663319235,0,8,2,77129.63546719374
490,909,5.063911397566353,1,20,1,75388.37003289921
142,183,5.0225960487409775,1,24,2,29783.942784126288
1694,961,5.908803019662132,1,10,2,117510.89935037878
802,197,4.957167464865547,0,13,2,44872.019377147044
916,385,5.398212410799395,0,9,2,55827.37449162195
1497,120,5.8435784662170525,1,10,2,68543.41257717245
191,282,4.74675711907368,0,21,3,35667.239836978
1364,383,5.8042444764907755,1,21,2,75101.03436843255
1505,860,5.834912443782027,1,17,2,99268.43539949051
798,715,5.861325007934261,1,21,2,80328.4219056994
1925,139,4.540892370942853,1,18,1,80569.14706070085
1897,383,4.800711188539917,1,6,2,92224.72577597143
1762,248,5.740791816451404,1,23,3,79833.08519815259
702,210,4.718323648560838,1,7,2,49612.17262348068
750,587,5.20050606586701,0,6,1,66025.62131607131
1047,170,4.236109014520104,1,6,1,47970.342648219324
98,350,4.112549976222482,1,11,2,36810.76799703555
1375,773,4.823987978984345,0,8,2,87489.45804461988
